GEOID,rank_det,rank_bayes,rank_delta,jobs_C000_45min,posterior_mean_jobs,disadvantage_z,exceedance_prob_45min,ci_width_log1p
06073008504,402.0,401.0,-1.0,8809.0,8812.490443914989,0.0127432111658382,0.0,0.34289256485819664
06073015200,348.0,349.0,1.0,11373.0,11294.647245746353,-0.7550886123723348,9.375e-05,0.34956427257938394
06073001201,185.0,184.0,-1.0,19506.0,19574.320647940163,1.194874937736952,0.0,0.34439599146238997
06073001100,228.0,227.0,-1.0,16586.0,16525.20504175503,-0.033978567454201,0.0,0.34635347052799403
06073013324,500.0,499.0,-1.0,5461.0,5493.32301849184,-0.6604257501911861,0.0130625,0.34439935629457885
06073013905,531.0,530.0,-1.0,4607.0,4621.738922235111,-0.5517812985017226,0.31325,0.3374781234399684
06073004200,397.0,398.0,1.0,8953.0,8936.517371740725,-0.5784425486832281,0.0,0.3412094976880695
06073004300,223.0,222.0,-1.0,16729.0,16697.310366135618,0.0215316524009573,0.0,0.3441530976087055
06073004501,17.0,18.0,1.0,80035.0,79391.17688675341,0.9296086487306192,0.0,0.345215401108792
06073008377,35.0,36.0,1.0,54670.0,54374.05451549844,1.943880457995796,0.0,0.35497686611910595
06073008501,467.0,468.0,1.0,6427.0,6438.0483556976515,-0.2996678596360542,0.001375,0.3430489433610635
06073020040,434.0,435.0,1.0,7811.0,7799.219578575474,0.0231199104148337,9.375e-05,0.34624129960456784
06073007302,258.0,259.0,1.0,15126.0,15052.837091295925,-0.9531894461851914,0.0,0.3392897255344973
06073020041,369.0,368.0,-1.0,10442.0,10440.418759241424,0.0284117912043191,0.0,0.3369301980787398
06073006300,86.0,87.0,1.0,31243.0,30831.22677083632,-0.5236682336308077,0.0,0.3559340847940451
06073005802,14.0,15.0,1.0,83165.0,81975.01286504907,-0.3354503719648814,0.0,0.346921910129689
06073017043,585.0,586.0,1.0,3395.0,3412.6546492778684,-0.7896012683622402,0.9930625,0.3482447940182558
06073017037,641.0,640.0,-1.0,1879.0,1898.226869808373,-0.2074390103382829,0.99975,0.36182597668650196
06073017034,291.0,292.0,1.0,13662.0,13596.119892605704,-0.4361109961136871,0.0,0.34341406668317376
06073007200,403.0,402.0,-1.0,8805.0,8774.0585878522,-0.8531778148728968,9.375e-05,0.3459445162929118
06073020039,222.0,223.0,1.0,16778.0,16683.107661493726,-0.660112639527198,3.125e-05,0.3485939971061125
06073020037,84.0,85.0,1.0,31524.0,31177.151050142267,-0.0597166699139834,0.0,0.34453802313537985
06073009102,451.0,450.0,-1.0,6962.0,7010.573377050236,0.8873376797707971,0.00084375,0.34901131656566875
06073008901,68.0,67.0,-1.0,35237.0,34960.00417520835,0.1012666245608461,0.0,0.35472171573420574
06073009804,559.0,558.0,-1.0,4080.0,4107.570083586736,-0.4697618175258455,0.877,0.3464519680166678
06073004102,22.0,21.0,-1.0,77695.0,76784.29276022321,1.7116450178903018,0.0,0.3595989301759879
06073003603,117.0,116.0,-1.0,25732.0,25644.929899878956,1.039540822744861,0.0,0.3436672398428069
06073003601,262.0,261.0,-1.0,14977.0,14964.690370487411,0.6566393435724763,0.0,0.3449423303789718
06073003404,338.0,337.0,-1.0,11886.0,11877.154283334352,0.1223923833474593,0.0,0.34726834665966777
06073003403,264.0,263.0,-1.0,14836.0,14816.211824096768,0.72117827971255,0.0,0.33725885793294985
06073019809,210.0,211.0,1.0,17659.0,17516.006686616984,-0.4610048976767402,0.00015625,0.3632687058877515
06073019808,655.0,654.0,-1.0,1394.0,1414.7179684257944,-0.2251868008373201,1.0,0.3468033655998264
06073019805,332.0,331.0,-1.0,12059.0,12068.739819791877,0.4207069655303098,0.0,0.3434571842214833
06073005201,12.0,13.0,1.0,83963.0,83241.464930948,1.1855968353353543,0.0,0.35013531080642046
